,Links
5368,https://vlr.gg/11636/dfuseteam-vs-team-finest-champions-tour-europe-stage-1-challengers-3-ro16
5369,https://vlr.gg/11637/giants-gaming-vs-ipon-team-horizon-reapers-champions-tour-europe-stage-1-challengers-3-ro16
5370,https://vlr.gg/11639/hsdirr-vs-ballista-champions-tour-europe-stage-1-challengers-3-ro16
5371,https://vlr.gg/11615/s2v-esports-vs-guild-esports-champions-tour-europe-stage-1-challengers-3-ro32
5372,https://vlr.gg/11616/pit-stop-vs-19esports-champions-tour-europe-stage-1-challengers-3-ro32
5373,https://vlr.gg/11617/animel-vs-entropiq-champions-tour-europe-stage-1-challengers-3-ro32
5374,https://vlr.gg/11618/chakalaka-vs-tarren-mill-champions-tour-europe-stage-1-challengers-3-ro32
5375,https://vlr.gg/11619/movistar-riders-vs-dfuseteam-champions-tour-europe-stage-1-challengers-3-ro32
5376,https://vlr.gg/11620/winfinity-vs-team-finest-champions-tour-europe-stage-1-challengers-3-ro32
5377,https://vlr.gg/11621/ovation-esports-vs-giants-gaming-champions-tour-europe-stage-1-challengers-3-ro32
5378,https://vlr.gg/11622/ipon-team-horizon-reapers-vs-arbalest-champions-tour-europe-stage-1-challengers-3-ro32
5379,https://vlr.gg/11623/honk-vs-staga-haus-champions-tour-europe-stage-1-challengers-3-ro32
5380,https://vlr.gg/11624/marten-gaming-vs-99percent-champions-tour-europe-stage-1-challengers-3-ro32
5381,https://vlr.gg/11625/volvo-peek-vs-hsdirr-champions-tour-europe-stage-1-challengers-3-ro32
5382,https://vlr.gg/11626/ballista-vs-ignite-champions-tour-europe-stage-1-challengers-3-ro32
5383,https://vlr.gg/11627/saw-vs-edelweiss-esports-champions-tour-europe-stage-1-challengers-3-ro32
5384,https://vlr.gg/11628/shockdart-vs-raise-your-edge-champions-tour-europe-stage-1-challengers-3-ro32
5385,https://vlr.gg/11642/powerhouse-vs-team-liquid-champions-tour-europe-stage-1-challengers-3-ro32
5386,https://vlr.gg/11643/cream-real-betis-vs-rix-gg-champions-tour-europe-stage-1-challengers-3-ro32
5387,https://vlr.gg/11653/dfuseteam-vs-team-7am-champions-tour-europe-stage-1-challengers-3-ro64
5388,https://vlr.gg/11645/guild-esports-vs-nofear-champions-tour-europe-stage-1-challengers-3-ro64
5389,https://vlr.gg/11657/giants-gaming-vs-57-champions-tour-europe-stage-1-challengers-3-ro64
5390,https://vlr.gg/11663/99percent-vs-yendez-champions-tour-europe-stage-1-challengers-3-ro64
5391,https://vlr.gg/11671/raise-your-edge-vs-team-vitality-champions-tour-europe-stage-1-challengers-3-ro64
5392,https://vlr.gg/11674/cream-real-betis-vs-unsigned-champions-tour-europe-stage-1-challengers-3-ro64
5393,https://vlr.gg/11652/movistar-riders-vs-reply-totem-champions-tour-europe-stage-1-challengers-3-ro64
5394,https://vlr.gg/11673/lunaris-vs-team-liquid-champions-tour-europe-stage-1-challengers-3-ro64
5395,https://vlr.gg/11678/team-sinful-vs-guild-esports-champions-tour-europe-stage-1-challengers-3-ro128
5396,https://vlr.gg/11684/animel-vs-team-sprel-champions-tour-europe-stage-1-challengers-3-ro128
5397,https://vlr.gg/11689/chakalaka-vs-bluejays-frates-champions-tour-europe-stage-1-challengers-3-ro128
5398,https://vlr.gg/11694/ket-vs-dfuseteam-champions-tour-europe-stage-1-challengers-3-ro128
5399,https://vlr.gg/11702/giants-gaming-vs-esuba-champions-tour-europe-stage-1-challengers-3-ro128
5400,https://vlr.gg/11704/mbappeek-vs-ipon-team-horizon-reapers-champions-tour-europe-stage-1-challengers-3-ro128
5401,https://vlr.gg/11709/okgg-vs-honk-champions-tour-europe-stage-1-challengers-3-ro128
5402,https://vlr.gg/11715/heet-vs-yendez-champions-tour-europe-stage-1-challengers-3-ro128
5403,https://vlr.gg/11718/wieca-vs-hsdirr-champions-tour-europe-stage-1-challengers-3-ro128
5404,https://vlr.gg/11726/independent-vs-edelweiss-esports-champions-tour-europe-stage-1-challengers-3-ro128
5405,https://vlr.gg/11728/e9-esports-vs-inside-games-champions-tour-europe-stage-1-challengers-3-ro128
5406,https://vlr.gg/11731/team-galaga-vs-team-vitality-champions-tour-europe-stage-1-challengers-3-ro128
5407,https://vlr.gg/11735/team-liquid-vs-narcotic-champions-tour-europe-stage-1-challengers-3-ro128
5408,https://vlr.gg/11462/beastcoast-vs-dahoonkabhankoloos-champions-tour-north-america-stage-1-challengers-3-qf
5409,https://vlr.gg/12077/slick-vs-b4-esports-champions-tour-brazil-stage-1-challengers-3-elimination-b
5410,https://vlr.gg/12193/kaizen-esports-vs-akave-esports-champions-tour-latam-stage-1-challengers-3-main-event-lan-wf
5411,https://vlr.gg/11461/t1-vs-cloud9-blue-champions-tour-north-america-stage-1-challengers-3-qf
5412,https://vlr.gg/12076/freeagents-vs-pain-gaming-champions-tour-brazil-stage-1-challengers-3-elimination-a
5413,https://vlr.gg/12192/stampede-gaming-vs-9z-team-champions-tour-latam-stage-1-challengers-3-main-event-las-wf
5414,https://vlr.gg/12289/meta-gaming-vs-optix-champions-tour-latam-stage-1-challengers-3-main-event-las-ruf
5415,https://vlr.gg/11593/oxygen-esports-vs-stanbul-wildcats-champions-tour-turkey-stage-1-challengers-2-qf
5416,https://vlr.gg/11745/team-singularity-vs-divinity-champions-tour-cis-stage-1-challengers-2-main-event-fr
5417,https://vlr.gg/11592/futbolist-vs-otherside-champions-tour-turkey-stage-1-challengers-2-qf
5418,https://vlr.gg/11744/crow-rowd-vs-forze-champions-tour-cis-stage-1-challengers-2-main-event-fr
5419,https://vlr.gg/12295/fav-gaming-vs-reject-champions-tour-japan-stage-1-challengers-2-main-event-group-b
5420,https://vlr.gg/10670/x10-esports-vs-ng-black-champions-tour-thailand-stage-1-challengers-2-playoffs-gf
5421,https://vlr.gg/12313/f4q-vs-spear-gaming-champions-tour-korea-stage-1-challengers-3-qf
5422,https://vlr.gg/12315/apex-people-vs-team-diamond-r-champions-tour-korea-stage-1-challengers-3-qf
5423,https://vlr.gg/12316/mujig-100su-vs-tubeple-gaming-champions-tour-korea-stage-1-challengers-3-qf
5424,https://vlr.gg/12314/hamtories-vs-v0rtex-5-champions-tour-korea-stage-1-challengers-3-qf
5425,https://vlr.gg/12294/reject-vs-crazy-raccoon-champions-tour-japan-stage-1-challengers-2-main-event-group-b
5426,https://vlr.gg/11902/boom-esports-vs-nxl-ligagame-champions-tour-indonesia-stage-1-challengers-2-main-event-gf
5427,https://vlr.gg/12727/ulvl-vs-empire-esports-champions-tour-philippines-stage-1-challengers-3-qualifier-2-sf
5428,https://vlr.gg/10669/ng-black-vs-sharper-esports-champions-tour-thailand-stage-1-challengers-2-playoffs-sf
5429,https://vlr.gg/12293/fav-gaming-vs-cnci-blue-bees-champions-tour-japan-stage-1-challengers-2-main-event-group-b
5430,https://vlr.gg/12287/tubeple-gaming-vs-be-fun-sword-champions-tour-korea-stage-1-challengers-3-ro16
5431,https://vlr.gg/12333/anti-eco-eco-club-vs-looking-for-sponsor-champions-tour-hong-kong-taiwan-stage-1-challengers-2
5432,https://vlr.gg/12723/bestial-vs-ulvl-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro8
5433,https://vlr.gg/12724/swear-to-god-vs-empire-esports-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro8
5434,https://vlr.gg/12725/vendetta-vs-the-first-order-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro8
5435,https://vlr.gg/12726/kinetic-vs-infinite-esports-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro8
5436,https://vlr.gg/11903/alter-ego-vs-xcn-gaming-champions-tour-indonesia-stage-1-challengers-2-main-event-bf
5437,https://vlr.gg/12715/lg-terra-vs-bestial-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro16
5438,https://vlr.gg/12716/signus-vs-ulvl-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro16
5439,https://vlr.gg/12717/nxp-aether-vs-swear-to-god-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro16
5440,https://vlr.gg/12718/vantablack-vs-empire-esports-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro16
5441,https://vlr.gg/12719/vendetta-vs-fulcrum-esports-catalyst-champions-tour-philippines-stage-1-challengers-3-qualifier
5442,https://vlr.gg/12720/the-first-order-vs-motv-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro16
5443,https://vlr.gg/12721/kinetic-vs-jg-and-friends-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro16
5444,https://vlr.gg/12722/flow-vs-infinite-esports-champions-tour-philippines-stage-1-challengers-3-qualifier-2-ro16
5445,https://vlr.gg/12292/cnci-blue-bees-vs-crazy-raccoon-champions-tour-japan-stage-1-challengers-2-main-event-group-b
5446,https://vlr.gg/11756/justlose-vs-reality-rift-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-gran
5447,https://vlr.gg/10668/x10-esports-vs-full-sense-champions-tour-thailand-stage-1-challengers-2-playoffs-sf
5448,https://vlr.gg/12291/crazy-raccoon-vs-fav-gaming-champions-tour-japan-stage-1-challengers-2-main-event-group-b
5449,https://vlr.gg/11762/kingsmen-vs-reality-rift-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-lowe
5450,https://vlr.gg/12290/reject-vs-cnci-blue-bees-champions-tour-japan-stage-1-challengers-2-main-event-group-b
5451,https://vlr.gg/11460/demon-time-vs-nrg-esports-champions-tour-north-america-stage-1-challengers-3-qf
5452,https://vlr.gg/12075/b4-esports-vs-sharks-esports-champions-tour-brazil-stage-1-challengers-3-opening-b
5453,https://vlr.gg/11973/funkboings-vs-akave-esports-champions-tour-latam-stage-1-challengers-3-main-event-lan-gf-b
5454,https://vlr.gg/12074/slick-vs-delirawow-champions-tour-brazil-stage-1-challengers-3-opening-b
5455,https://vlr.gg/11459/tsm-vs-version1-champions-tour-north-america-stage-1-challengers-3-qf
5456,https://vlr.gg/12073/rise-gaming-vs-pain-gaming-champions-tour-brazil-stage-1-challengers-3-opening-a
5457,https://vlr.gg/12072/imperial-esports-vs-freeagents-champions-tour-brazil-stage-1-challengers-3-opening-a
5458,https://vlr.gg/11972/kaizen-esports-vs-reven-esports-champions-tour-latam-stage-1-challengers-3-main-event-lan-gf-a
5459,https://vlr.gg/11591/bbl-esports-vs-rare-esports-champions-tour-turkey-stage-1-challengers-2-qf
5460,https://vlr.gg/11743/gambit-esports-vs-gmt-esports-champions-tour-cis-stage-1-challengers-2-main-event-fr
5461,https://vlr.gg/11590/cyber-skull-esports-vs-no-org-found-champions-tour-turkey-stage-1-challengers-2-qf
5462,https://vlr.gg/11742/one-breath-gaming-vs-tyeasy-champions-tour-cis-stage-1-challengers-2-main-event-fr
5463,https://vlr.gg/11901/xcn-gaming-vs-nxl-ligagame-champions-tour-indonesia-stage-1-challengers-2-main-event-sf
5464,https://vlr.gg/12189/first-gaming-vs-absolute-jupiter-champions-tour-japan-stage-1-challengers-2-main-event-group-a
5465,https://vlr.gg/12334/five-ace-e-sports-vs-cbt-gaming-champions-tour-hong-kong-taiwan-stage-1-challengers-2-main-eve
5466,https://vlr.gg/11761/reality-rift-vs-paper-rex-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-low
5467,https://vlr.gg/10667/sharper-esports-vs-foxy-araikordai-champions-tour-thailand-stage-1-challengers-2-playoffs-qf
5468,https://vlr.gg/12188/absolute-jupiter-vs-hexad-gaming-champions-tour-japan-stage-1-challengers-2-main-event-group-a
5469,https://vlr.gg/12332/looking-for-sponsor-vs-cbt-gaming-champions-tour-hong-kong-taiwan-stage-1-challengers-2-main-e
5470,https://vlr.gg/12699/se-atlas-vs-org-not-found-champions-tour-philippines-stage-1-challengers-3-qualifier-1-gf
5471,https://vlr.gg/12714/6045pirates-vs-dreamfyre-champions-tour-philippines-stage-1-challengers-3-qualifier-1-3rd-place
5472,https://vlr.gg/11900/alter-ego-vs-boom-esports-champions-tour-indonesia-stage-1-challengers-2-main-event-sf
5473,https://vlr.gg/11763/justlose-vs-kingsmen-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-upper-fi
5474,https://vlr.gg/12187/first-gaming-vs-novagis-gaming-champions-tour-japan-stage-1-challengers-2-main-event-group-a
5475,https://vlr.gg/10666/ng-black-vs-aricat-e-sport-champions-tour-thailand-stage-1-challengers-2-playoffs-qf
5476,https://vlr.gg/12331/anti-eco-eco-club-vs-five-ace-e-sports-champions-tour-hong-kong-taiwan-stage-1-challengers-2-m
5477,https://vlr.gg/12708/vendetta-vs-se-atlas-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro8
5478,https://vlr.gg/12709/6045pirates-esports-vs-sr-kadiliman-champions-tour-philippines-stage-1-challengers-3-qualifier-1
5479,https://vlr.gg/12710/dreamfyre-vs-affinity-esports-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro8
5480,https://vlr.gg/12711/org-not-found-vs-the-first-order-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro
5481,https://vlr.gg/12712/se-atlas-vs-6045pirates-champions-tour-philippines-stage-1-challengers-3-qualifier-1-sf
5482,https://vlr.gg/12713/dreamfyre-vs-org-not-found-champions-tour-philippines-stage-1-challengers-3-qualifier-1-sf
5483,https://vlr.gg/11759/paper-rex-vs-team-smg-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-lower-b
5484,https://vlr.gg/11899/bigetron-astro-vs-nxl-ligagame-champions-tour-indonesia-stage-1-challengers-2-main-event-qf
5485,https://vlr.gg/12700/vendetta-vs-gbp-esports-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro16
5486,https://vlr.gg/12701/se-atlas-vs-ulvl-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro16
5487,https://vlr.gg/12702/6045pirates-vs-nxp-aether-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro16
5488,https://vlr.gg/12703/dft-morpheus-vs-kadiliman-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro16
5489,https://vlr.gg/12704/elite-vigorous-vs-dreamfyre-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro16
5490,https://vlr.gg/12705/team-pacify-vs-affinity-esports-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro1
5491,https://vlr.gg/12706/motv-vs-org-not-found-champions-tour-philippines-stage-1-challengers-3-qualifier-1-ro16
5492,https://vlr.gg/12707/ayo-gameon-esports-vs-the-first-order-champions-tour-philippines-stage-1-challengers-3-qualifier
5493,https://vlr.gg/11760/looking-for-org-vs-reality-rift-champions-tour-malaysia-singapore-stage-1-challengers-2-playof
5494,https://vlr.gg/12186/novagis-gaming-vs-hexad-gaming-champions-tour-japan-stage-1-challengers-2-main-event-group-a
5495,https://vlr.gg/10665/full-sense-vs-ohmygirl-champions-tour-thailand-stage-1-challengers-2-playoffs-qf
5496,https://vlr.gg/11755/team-smg-vs-kingsmen-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-upper-se
5497,https://vlr.gg/12185/first-gaming-vs-hexad-gaming-champions-tour-japan-stage-1-challengers-2-main-event-group-a
5498,https://vlr.gg/11454/nrg-esports-vs-on-the-way-champions-tour-north-america-stage-1-challengers-3-ro16
5499,https://vlr.gg/11456/cloud9-blue-vs-ghost-gaming-champions-tour-north-america-stage-1-challengers-3-ro16
5500,https://vlr.gg/11754/reality-rift-vs-justlose-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-uppe
5501,https://vlr.gg/12184/absolute-jupiter-vs-novagis-gaming-champions-tour-japan-stage-1-challengers-2-main-event-group-a
5502,https://vlr.gg/11451/tsm-vs-spot-up-champions-tour-north-america-stage-1-challengers-3-ro16
5503,https://vlr.gg/11453/demon-time-vs-pittsburgh-knights-champions-tour-north-america-stage-1-challengers-3-ro16
5504,https://vlr.gg/11457/renegades-vs-beastcoast-champions-tour-north-america-stage-1-challengers-3-ro16
5505,https://vlr.gg/11458/built-by-gamers-vs-dahoonkabhankoloos-champions-tour-north-america-stage-1-challengers-3-ro16
5506,https://vlr.gg/11455/t1-vs-frick-ya-bag-champions-tour-north-america-stage-1-challengers-3-ro16
5507,https://vlr.gg/11452/version1-vs-rise-champions-tour-north-america-stage-1-challengers-3-ro16
5508,https://vlr.gg/11435/tsm-vs-penguin-sledding-champions-tour-north-america-stage-1-challengers-3-ro32
5509,https://vlr.gg/11436/spot-up-vs-complexity-champions-tour-north-america-stage-1-challengers-3-ro32
5510,https://vlr.gg/11437/version1-vs-nsic-champions-tour-north-america-stage-1-challengers-3-ro32
5511,https://vlr.gg/11438/rise-vs-seeker-champions-tour-north-america-stage-1-challengers-3-ro32
5512,https://vlr.gg/11439/andbox-vs-demon-time-champions-tour-north-america-stage-1-challengers-3-ro32
5513,https://vlr.gg/11440/pittsburgh-knights-vs-on-top-soon-champions-tour-north-america-stage-1-challengers-3-ro32
5514,https://vlr.gg/11441/nrg-esports-vs-time-in-champions-tour-north-america-stage-1-challengers-3-ro32
5515,https://vlr.gg/11442/equinox-esports-vs-on-the-way-champions-tour-north-america-stage-1-challengers-3-ro32
5516,https://vlr.gg/11443/t1-vs-archons-champions-tour-north-america-stage-1-challengers-3-ro32
5517,https://vlr.gg/11444/frick-ya-bag-vs-grapefruit-techniques-champions-tour-north-america-stage-1-challengers-3-ro32
5518,https://vlr.gg/11445/cloud9-blue-vs-last-round-save-champions-tour-north-america-stage-1-challengers-3-ro32
5519,https://vlr.gg/11446/ghost-gaming-vs-spotlight-champions-tour-north-america-stage-1-challengers-3-ro32
5520,https://vlr.gg/11447/renegades-vs-evil-geniuses-champions-tour-north-america-stage-1-challengers-3-ro32
5521,https://vlr.gg/11448/akella-vs-beastcoast-champions-tour-north-america-stage-1-challengers-3-ro32
5522,https://vlr.gg/11449/built-by-gamers-vs-elysium-champions-tour-north-america-stage-1-challengers-3-ro32
5523,https://vlr.gg/11450/spacestation-gaming-vs-dahoonkabhankoloos-champions-tour-north-america-stage-1-challengers-3-ro3
5524,https://vlr.gg/11962/optix-vs-9z-team-champions-tour-latam-stage-1-challengers-3-main-event-las-gf-b
5525,https://vlr.gg/11971/stampede-gaming-vs-meta-gaming-champions-tour-latam-stage-1-challengers-3-main-event-las-gf-a
5526,https://vlr.gg/11931/zero-zone-vs-stanbul-wildcats-champions-tour-turkey-stage-1-challengers-2-qf
5527,https://vlr.gg/11748/forze-vs-5up-champions-tour-cis-stage-1-challengers-2-qualifier-play-in-qf
5528,https://vlr.gg/11936/procyon-team-vs-9z-team-champions-tour-latam-stage-1-challengers-3-main-event-las-lbf-b
5529,https://vlr.gg/11749/divinity-vs-project-x-champions-tour-cis-stage-1-challengers-2-qualifier-play-in-qf
5530,https://vlr.gg/11930/eds-vs-otherside-champions-tour-turkey-stage-1-challengers-2-qf
5531,https://vlr.gg/12049/scarz-vs-crazy-raccoon-champions-tour-japan-stage-1-challengers-2-qualifier-group-d
5532,https://vlr.gg/11758/looking-for-org-vs-louvre-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-low
5533,https://vlr.gg/10664/x10-esports-vs-overtime-esports-champions-tour-thailand-stage-1-challengers-2-playoffs-qf
5534,https://vlr.gg/12025/blackbird-ignis-vs-hexad-gaming-champions-tour-japan-stage-1-challengers-2-qualifier-group-c
5535,https://vlr.gg/11757/paper-rex-vs-xiao-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-lower-brack
5536,https://vlr.gg/11898/reckless-lads-vs-xcn-gaming-champions-tour-indonesia-stage-1-challengers-2-main-event-qf
5537,https://vlr.gg/12322/cbt-gaming-vs-griffin-e-sports-champions-tour-hong-kong-taiwan-stage-1-challengers-2-main-even
5538,https://vlr.gg/12060/detonation-gaming-vs-fennel-champions-tour-japan-stage-1-challengers-2-qualifier-group-b
5539,https://vlr.gg/11998/lag-gaming-vs-nanashi-no-gonbee-champions-tour-japan-stage-1-challengers-2-qualifier-group-a
5540,https://vlr.gg/12321/looking-for-sponsor-vs-all-born-to-clutch-champions-tour-hong-kong-taiwan-stage-1-challengers
5541,https://vlr.gg/11753/kingsmen-vs-louvre-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-upper-quar
5542,https://vlr.gg/11897/boom-esports-vs-wolfpack-champions-tour-indonesia-stage-1-challengers-2-main-event-qf
5543,https://vlr.gg/12037/the-shables-vs-crest-gaming-dwfn-champions-tour-japan-stage-1-challengers-2-qualifier-group-d
5544,https://vlr.gg/12013/cyclops-athlete-gaming-vs-sengoku-gaming-champions-tour-japan-stage-1-challengers-2-qualifier-gr
5545,https://vlr.gg/12320/five-ace-e-sports-vs-wolfpack-champions-tour-hong-kong-taiwan-stage-1-challengers-2-main-event
5546,https://vlr.gg/11752/team-smg-vs-looking-for-org-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-u
5547,https://vlr.gg/11989/gaming-team-selector-vs-novagis-gaming-champions-tour-japan-stage-1-challengers-2-qualifier-grou
5548,https://vlr.gg/11896/seniman-grooming-vs-alter-ego-champions-tour-indonesia-stage-1-challengers-2-main-event-qf
5549,https://vlr.gg/12319/anti-eco-eco-club-vs-traitors-champions-tour-hong-kong-taiwan-stage-1-challengers-2-main-event
5550,https://vlr.gg/11751/xiao-vs-justlose-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-upper-quarte
5551,https://vlr.gg/11750/reality-rift-vs-paper-rex-champions-tour-malaysia-singapore-stage-1-challengers-2-playoffs-upp
5552,https://vlr.gg/11403/tsm-vs-tradelikepros-champions-tour-north-america-stage-1-challengers-3-ro64
5553,https://vlr.gg/11416/time-in-vs-able-esports-champions-tour-north-america-stage-1-challengers-3-ro64
5554,https://vlr.gg/11419/t1-vs-pugstars-champions-tour-north-america-stage-1-challengers-3-ro64
5555,https://vlr.gg/11411/andbox-vs-pirate-nation-champions-tour-north-america-stage-1-challengers-3-ro64
5556,https://vlr.gg/11412/cloud9-white-vs-demon-time-champions-tour-north-america-stage-1-challengers-3-ro64
5557,https://vlr.gg/11423/cloud9-blue-vs-ow-refugees-champions-tour-north-america-stage-1-challengers-3-ro64
5558,https://vlr.gg/11428/evil-geniuses-vs-project-champions-tour-north-america-stage-1-challengers-3-ro64
5559,https://vlr.gg/11431/built-by-gamers-vs-nbks-centurions-champions-tour-north-america-stage-1-challengers-3-ro64
5560,https://vlr.gg/11406/complexity-vs-lycus-empire-champions-tour-north-america-stage-1-challengers-3-ro64
5561,https://vlr.gg/11415/nrg-esports-vs-vzn-champions-tour-north-america-stage-1-challengers-3-ro64
5562,https://vlr.gg/11421/eunited-vs-frick-ya-bag-champions-tour-north-america-stage-1-challengers-3-ro64
5563,https://vlr.gg/11335/tsm-vs-lgi-champions-tour-north-america-stage-1-challengers-3-ro128
5564,https://vlr.gg/11343/version1-vs-nc-state-esports-champions-tour-north-america-stage-1-challengers-3-ro128
5565,https://vlr.gg/11351/andbox-vs-iq-white-champions-tour-north-america-stage-1-challengers-3-ro128
5566,https://vlr.gg/11359/nrg-esports-vs-sac-state-hornets-champions-tour-north-america-stage-1-challengers-3-ro128
5567,https://vlr.gg/11361/time-in-vs-logan-paulers-champions-tour-north-america-stage-1-challengers-3-ro128
5568,https://vlr.gg/11367/t1-vs-in-the-lab-champions-tour-north-america-stage-1-challengers-3-ro128
5569,https://vlr.gg/11375/cloud9-blue-vs-thiccwreck-champions-tour-north-america-stage-1-challengers-3-ro128
5570,https://vlr.gg/11379/ghost-gaming-vs-all-gas-no-brakes-champions-tour-north-america-stage-1-challengers-3-ro128
5571,https://vlr.gg/11385/evil-geniuses-vs-aqua-champions-tour-north-america-stage-1-challengers-3-ro128
5572,https://vlr.gg/11576/9z-team-vs-aracne-esports-champions-tour-latam-stage-1-challengers-3-main-event-las-lr1-b
5573,https://vlr.gg/11934/procyon-team-vs-optix-champions-tour-latam-stage-1-challengers-3-main-event-las-ubf-b
5574,https://vlr.gg/11574/9z-team-vs-procyon-team-champions-tour-latam-stage-1-challengers-3-main-event-las-ubsf-b
5575,https://vlr.gg/11746/tyeasy-vs-trident-clan-champions-tour-cis-stage-1-challengers-2-qualifier-play-in-qf
5576,https://vlr.gg/11929/designated-vs-rare-esports-champions-tour-turkey-stage-1-challengers-2-qf
5577,https://vlr.gg/11747/ksenox-vs-gmt-esports-champions-tour-cis-stage-1-challengers-2-qualifier-play-in-qf
5578,https://vlr.gg/11928/no-org-found-vs-thunderbolts-gaming-champions-tour-turkey-stage-1-challengers-2-qf
5579,https://vlr.gg/11938/p-ek-gaming-vs-reven-esports-champions-tour-latam-stage-1-challengers-3-main-event-lan-lbf-a
5580,https://vlr.gg/11939/akave-esports-vs-pro-hub-gaming-champions-tour-latam-stage-1-challengers-3-main-event-lan-lbf
5581,https://vlr.gg/11932/kaizen-esports-vs-p-ek-gaming-champions-tour-latam-stage-1-challengers-3-main-event-lan-ubf-a
5582,https://vlr.gg/11935/leviat-n-esports-vs-meta-gaming-champions-tour-latam-stage-1-challengers-3-main-event-las-lbf
5583,https://vlr.gg/11933/akave-esports-vs-funkboings-champions-tour-latam-stage-1-challengers-3-main-event-lan-ubf-b
5584,https://vlr.gg/11894/stampede-gaming-vs-leviat-n-esports-champions-tour-latam-stage-1-challengers-3-main-event-las-u
5585,https://vlr.gg/11927/sangal-esports-vs-stanbul-wildcats-champions-tour-turkey-stage-1-challengers-2-ro16
5586,https://vlr.gg/11569/reven-esports-vs-arctic-gaming-mexico-champions-tour-latam-stage-1-challengers-3-main-event-lan
5587,https://vlr.gg/11566/arctic-gaming-mexico-vs-p-ek-gaming-champions-tour-latam-stage-1-challengers-3-main-event-lan-u
5588,https://vlr.gg/11570/pro-hub-gaming-vs-waltem-gaming-champions-tour-latam-stage-1-challengers-3-main-event-lan-lr1
5589,https://vlr.gg/11586/delirawow-vs-stars-horizon-champions-tour-brazil-stage-1-challengers-3-open-qual-qf
5590,https://vlr.gg/11568/waltem-gaming-vs-funkboings-champions-tour-latam-stage-1-challengers-3-main-event-lan-ubsf-b
5591,https://vlr.gg/11587/freeagents-vs-favela-aimers-champions-tour-brazil-stage-1-challengers-3-open-qual-qf
5592,https://vlr.gg/11567/pro-hub-gaming-vs-akave-esports-champions-tour-latam-stage-1-challengers-3-main-event-lan-ubsf
5593,https://vlr.gg/11565/kaizen-esports-vs-reven-esports-champions-tour-latam-stage-1-challengers-3-main-event-lan-ubsf
5594,https://vlr.gg/11575/typhoon-vs-meta-gaming-champions-tour-latam-stage-1-challengers-3-main-event-las-lr1-a
5595,https://vlr.gg/11577/pain-gaming-vs-liga-uncharted-champions-tour-brazil-stage-1-challengers-3-open-qual-ro16
5596,https://vlr.gg/11580/revoadinha-vs-stars-horizon-champions-tour-brazil-stage-1-challengers-3-open-qual-ro16
5597,https://vlr.gg/11581/vivo-keyd-vs-freeagents-champions-tour-brazil-stage-1-challengers-3-open-qual-ro16
5598,https://vlr.gg/11583/squad5-vs-ingaming-champions-tour-brazil-stage-1-challengers-3-open-qual-ro16
5599,https://vlr.gg/10258/envy-vs-sentinels-champions-tour-north-america-stage-1-challengers-2-gf
5600,https://vlr.gg/11572/meta-gaming-vs-leviat-n-esports-champions-tour-latam-stage-1-challengers-3-main-event-las-ubsf
5601,https://vlr.gg/11571/stampede-gaming-vs-typhoon-champions-tour-latam-stage-1-challengers-3-main-event-las-ubsf-a
5602,https://vlr.gg/11573/optix-vs-aracne-esports-champions-tour-latam-stage-1-challengers-3-main-event-las-ubsf-b
5603,https://vlr.gg/10257/immortals-vs-sentinels-champions-tour-north-america-stage-1-challengers-2-lbf
5604,https://vlr.gg/10256/xset-vs-sentinels-champions-tour-north-america-stage-1-challengers-2-lr3
5605,https://vlr.gg/10255/envy-vs-immortals-champions-tour-north-america-stage-1-challengers-2-ubf
5606,https://vlr.gg/10348/slick-vs-team-vikings-champions-tour-brazil-stage-1-challengers-2-main-event-decider-b
